Instruction,Input,Output,materi,question_id,Template
Model a function in Python that swaps the values of two variables without using a third one.,"x = 10
y = 20","def swap(x, y):
    x, y = y, x 
    return x, y

x, y = swap(x, y)
print('x =', x) 
print('y =', y)",Function,7282,"def swap___:
    x, y = y, x 
    return x, y

x, y = swap___
print('x =', x) 
print('y =', y)"
Write a function in Python to calculate the nth value of the Fibonacci sequence.,7,"def fibonacci(n):
  if n == 0 or n == 1:
    return n
  else:
    return fibonacci(n - 1) + fibonacci(n - 2)
  
result = fibonacci(7)
print(result)",Function,7290,"def fibonacci___:
  if n == 0 or n == 1:
    return n
  else:
    return ___
  
result = fibonacci___
print(result)"
Write a Python function to calculate the maximum value of two numbers given by the user.,"x = 24
y = 63","def maximum_numbers(x, y):
 if x > y:
 return x
 else:
 return y

print(maximum_numbers(x, y))",Function,7312,"def maximum_numbers___:
 if x > y:
 return x
 else:
 return y

print(maximum_numbers(x, y))"
Create a function in Python to calculate the sum of 1 to n numbers.,n = 10,"def sum_nums(n):
    result = 0
    for i in range(1, n+1):
        result += i
    return result

print(sum_nums(10))",Function,7318,"def sum_nums___:
    result = 0
    for i in ___:
        result += i
    return result

print(sum_nums(10))"
Write a function in Python that takes two lists of integers as arguments and returns the elements that are present in both lists.,"list1 = [2, 3, 4, 5]
list2 = [3, 5, 6, 7]","def intersection(list1, list2):
 result = []
 
 for element in list1:
 if element in list2:
 result.append(element)
 
 return result

intersection(list1, list2) // Output: [3, 5]",Function,7341,"def intersection___:
 result = []
 
 for element in list1:
 if element in list2:
 result.append___
 
 return result

intersection___ // Output: [3, 5]"
Create a Python function to calculate the length of the hypotenuse of a right triangle.,Length of sides: 3 and 4,"def hypotenuse(a, b):
  return (a**2 + b**2) ** 0.5

print(hypotenuse(3, 4)) # 5.0",Function,7356,"def hypotenuse___:
  ___ ** 0.5

print(hypotenuse(3, 4)) # 5.0"
Create a function in Python that takes 2 lists and returns their intersection.,"list1 = [1, 4 , 6, 10]
list2 = [2, 10, 8, 6]","def intersection(list1, list2): 
    intersection_elements = set(list1) & set(list2) 
    return list(intersection_elements)

intersection_list = intersection(list1, list2)
print(intersection_list)",Function,7362,"def intersection___: 
    intersection_elements = set___ & set___ 
    return list___

intersection_list = intersection___
print(intersection_list)"
Write a Python function to calculate the greatest common factor (GCF) of two numbers.,"Number 1: 15 
Number 2: 25","def gcf(m, n):
    while m != 0:
        m, n = n % m, m 
    return n

print(gcf(15, 25))",Function,7365,"def gcf___:
    while m != 0:
        m, n = n % m, m 
    return n

print(gcf(15, 25))"
Devise a Python function to calculate Fibonacci series up to n numbers.,10,"def Fibonacci(n): 
    if n<0: 
        print(""Incorrect input"") 
    # First Fibonacci number is 0 
    elif n==1: 
        return 0
    # Second Fibonacci number is 1 
    elif n==2: 
        return 1
    else: 
        return Fibonacci(n-1)+Fibonacci(n-2) 
  
# Driver Program 
  
print(Fibonacci(10))",Function,7378,"def Fibonacci___: 
    if n<0: 
        print(""Incorrect input"") 
    # First Fibonacci number is 0 
    elif n==1: 
        return 0
    # Second Fibonacci number is 1 
    elif n==2: 
        return 1
    else: 
        return ___ 
  
# Driver Program 
  
print(Fibonacci(10))"
Write a Python function to sort a dictionary (key: value) by its values in descending order.,"my_dict = {1: 4, 2: 3, 3: 2, 4: 1}","def desc_sort_dict(my_dict):
  return {k: v for k, v in sorted(my_dict.items(), key=lambda item: item[1], reverse=True)}",Function,7379,"def desc_sort_dict___:
  return {k: v for k, v in ___}"
Write a python function that takes two lists of numbers and returns the intersection between them.,"list1 = [1, 2, 3, 4, 5]
list2 = [3, 4, 5, 6, 7]","def intersection(list1, list2):
 result = []
 set1 = set(list1)
 set2 = set(list2)

 for item in set1 & set2:
 result.append(item)

 return result

list1 = [1,2,3,4,5]
list2 = [3,4,5,6,7]
result = intersection(list1, list2)
print(result) # prints [3, 4, 5]",Function,7383,"def intersection___:
 result = []
 set1 = set___
 set2 = set___

 for item in set1 & set2:
 result.append___

 return result

list1 = [1,2,3,4,5]
list2 = [3,4,5,6,7]
result = intersection___
print(result) # prints [3, 4, 5]"
Create a Python function that prints the largest of three numbers.,"num1 = 10
num2 = 20
num3 = 5","def max_number(num1,num2,num3):
  max_num=max(num1,num2,num3)
  print(f""The largest number is {max_num}"")",Function,7384,"def max_number___:
  max_num=max___
  print(f""The largest number is {max_num}"")"
Reconstruct the following Python function such that the output is reduced to one line.,"def calculate_sum(numbers):
    result = 0
    for i in range(len(numbers)):
        result += numbers[i]
    return result","def calculate_sum(numbers):
    return sum(numbers)",Function,7392,"def calculate_sum___:
    return sum___"
Create a Python program to reverse a dictionary. The program should take a dictionary as input and return a new dictionary with the keys and values swapped.,"dictionary = { 'a': 1, 'b':  2, 'c': 3 }","def reverse_dictionary(dictionary): 
 result = dict() 
  
 for key, value in dictionary.items(): 
  result[value] = key 
  
 return result 

dictionary = { 'a': 1, 'b':  2, 'c': 3 }
res = reverse_dictionary(dictionary) 
print(res) # Output: {1: 'a', 2: 'b', 3: 'c'}",Function,7412,"def reverse_dictionary___: 
 result = ___ 
  
 for key, value in dictionary.___: 
  result[value] = key 
  
 return result 

dictionary = { 'a': 1, 'b':  2, 'c': 3 }
res = reverse_dictionary___ 
print(res) # Output: {1: 'a', 2: 'b', 3: 'c'}"
Create a function in Python to sum up all odd digits in a given number.,2243,"def sum_odd_digits(num):
    sum = 0
    for x in str(num):
        if int(x) % 2 != 0:
            sum += int(x)
 
    return sum

print(sum_odd_digits(2243))",Function,7416,"def sum_odd_digits___:
    sum = 0
    for x in str___:
        if int___ % 2 != 0:
            sum += int___
 
    return sum

print(sum_odd_digits(2243))"
Generate a graphical representation of a function using Python.,f(x) = 2x + 3,"import matplotlib.pyplot as plt

x = range(-10, 11)
y = [2 * x_coord + 3 for x_coord in x]
plt.plot(x, y)
plt.title('Graph of the function: f(x) = 2x + 3')
plt.xlabel('x')
plt.ylabel('2x + 3')

plt.show()",Function,7419,"import matplotlib.pyplot as plt

x = ___
y = [2 * x_coord + 3 for x_coord in x]
plt.plot___
plt.title('Graph of the function: f___ = 2x + 3')
plt.___
plt.___

plt.___"
Create a Python function to find the area of a circle with the given radius.,radius: 3.5,"def area_circle (radius):
    return 3.14159 * (radius ** 2)

# Test
print(area_circle(3.5)) # prints 38.48685",Function,7423,"def area_circle ___:
    return 3.14159 * (radius ** 2)

# Test
print(area_circle(3.5)) # prints 38.48685"
Write a Python function that takes three numbers as argument and prints the largest one.,"3, 5, 9","def largest_number(a, b, c):
    max = a
    if b > max:
        max = b
    if c > max:
        max = c
    print(max) 

largest_number(3, 5, 9)",Function,7440,"def largest_number___:
    max = a
    if b > max:
        max = b
    if c > max:
        max = c
    print(max) 

largest_number___"
"Write a python program to make an API call, return the response status code, and store return json data in a dictionary.",The API endpoint is https://api.example.com/users,"import requests

url = 'https://api.example.com/users'
response = requests.get(url)
response_status_code = response.status_code
data = response.json()
data_dict = dict(data)

print(response_status_code)
print(data_dict)",Function,7443,"import requests

url = 'https://api.example.com/users'
response = requests.get___
response_status_code = response.status_code
data = response.___
data_dict = dict___

print(response_status_code)
print(data_dict)"
Create a function in Python to count the number of vowels in a sentence.,"""This is a sample sentence""","def countVowels(sentence):
    vowels = [""a"", ""e"", ""i"", ""o"", ""u""]
    vowel_count = 0
    
    for char in sentence.lower():
        if char in vowels:
            vowel_count += 1
    
    return vowel_count

sentence = ""This is a sample sentence""
vowel_count = countVowels(sentence)
print(f""Number of vowels in the sentence = {vowel_count}"")",Function,7448,"def countVowels___:
    vowels = [""a"", ""e"", ""i"", ""o"", ""u""]
    vowel_count = 0
    
    for char in sentence.___:
        if char in vowels:
            vowel_count += 1
    
    return vowel_count

sentence = ""This is a sample sentence""
vowel_count = countVowels___
print(f""Number of vowels in the sentence = {vowel_count}"")"
"Create a function in Python to compute the sum of two numbers, x and y.",sample input: x = 2 and y = 3,"def sum(x, y):
 return x + y

# testing
print(sum(2, 3)) # Output: 5",Function,7450,"def sum___:
 return x + y

# testing
print(sum(2, 3)) # Output: 5"
Create a python function that returns the year from a given date,02-03-19,"def get_year(date):
    return date.split('/')[2]

year = get_year('02/03/2019')
print(year)",Function,7453,"def get_year___:
    return date.___[2]

year = ___
print(year)"
Convert a Python program that uses multiple functions to a single function using only a single recursive call.,"def main():
 x = 1
 def inner(x):
  x += 1
  print(x)
 inner(x)
 
main()","def main(x):
 if x == 1:
  print(2)
 else:
  main(x + 1)
 
main(1)",Function,7454,"def main___:
 if x == 1:
  print(2)
 else:
  ___
 
main___"
Write a Python function to calculate the total cost of an item given its base price and additional cost.,"Base price: 30
Additional cost: 10","def calculate_total_cost(base_price, additional_cost):
 return base_price + additional_cost",Function,7465,"def calculate_total_cost___:
 return base_price + additional_cost"
Create a function in Python that will determine whether a given number is composite or prime.,Number: 21,"def isPrime(x): 
	if x > 1: 
		for i in range(2,x): 
			if (x % i) == 0: 
				return False
		else: 
			return True
	else: 
		return False

num = 21
if(isPrime(num)) : 
	print(num, ""is a prime number"") 
else : 
	print(num, ""is a composite number"")",Function,7490,"def isPrime___: 
	if x > 1: 
		for i in range___: 
			___ == 0: 
				return False
		else: 
			return True
	else: 
		return False

num = 21
if(isPrime___) : 
	print(num, ""is a prime number"") 
else : 
	print(num, ""is a composite number"")"
